cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
434,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22
435,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
436,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
437,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
438,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
439,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
440,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
441,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
442,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
443,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
444,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23
445,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
446,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
447,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
448,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
449,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
450,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
451,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
452,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
453,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
454,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
455,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
456,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
457,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
458,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
459,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
460,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
461,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
462,Ponte Rio-Niterói,PR,Curitiba,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17
463,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
464,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
465,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
466,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
467,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
468,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
469,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
470,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
471,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
472,Ponte Deputado Manoel Novaes,PR,Curitiba,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
473,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
474,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
475,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
476,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
477,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
478,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
479,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
480,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
481,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
482,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
483,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
484,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
485,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
486,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
487,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
488,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
489,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
490,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
491,Ponte Rodoferroviária,AL,Maceió,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23
492,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
493,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
494,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
495,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
496,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
497,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
498,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
499,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
500,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
501,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
502,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
503,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
504,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
505,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
506,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
507,Ponte Do Morumbi,PB,João Pessoa,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23
508,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
509,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
510,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
511,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
512,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
513,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
514,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
515,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
516,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
517,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
518,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
519,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
520,Ponte Da Amizade,PB,João Pessoa,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Neutro,25
521,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
522,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
523,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
524,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
525,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
526,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
527,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
528,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
529,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
530,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
531,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
532,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
533,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
534,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
535,Ponte Da Integração,TO,Palmas,Concordo Totalmente,Concordo,Neutro,Neutro,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Concordo Totalmente,Neutro,23
