cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
399,Ponte Do Trabalhador,MS,Campo Grande,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Neutro,Neutro,Concordo Totalmente,23.0
400,Ponte Do Trabalhador,MS,Campo Grande,Concordo Totalmente,Concordo,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Neutro,Neutro,Concordo Totalmente,23.0
401,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
402,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
403,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
404,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
405,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
406,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
407,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
408,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
409,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
410,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
411,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
412,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
413,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
414,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
415,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
416,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
417,Ponte Da Vila Velha,ES,Vila Velha,Neutro,Concordo Totalmente,Neutro,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Neutro,Concordo Totalmente,Concordo,22.0
418,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
419,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
420,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
421,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
422,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
423,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
424,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
425,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
426,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
427,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
428,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
429,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
430,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
431,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
432,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
433,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
434,Ponte Engenheiro Vasco Filho,TO,Palmas,Concordo,Concordo Totalmente,Concordo,Concordo,Concordo,Neutro,Concordo Totalmente,Concordo Totalmente,Concordo,Discordo,Concordo,22.0
435,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
436,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
437,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
438,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
439,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
440,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
441,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
442,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
443,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
444,Ponte Engenheiro Álvaro de Souza Lima,BA,Salvador,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo,23.0
445,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
446,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
447,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
448,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
449,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
450,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
451,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
452,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
453,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
454,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
455,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
456,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
457,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
458,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
459,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
460,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
461,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
462,Ponte Rio-Niterói,RJ,Rio de Janeiro,Concordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Discordo,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,17.0
463,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
464,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
465,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
466,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
467,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
468,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
469,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
470,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
471,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
472,Ponte Deputado Manoel Novaes,BA,Jacobina,Concordo,Discordo Totalmente,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
473,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
474,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
475,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
476,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
477,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
478,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
479,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
480,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
481,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
482,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
483,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
484,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
485,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
486,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
487,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
488,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
489,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
490,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
491,Ponte Rodoferroviária,MS,Aparecida do Taboado,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo,Neutro,Concordo Totalmente,Discordo,Neutro,Concordo,Concordo,23.0
492,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
493,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
494,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
495,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
496,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
497,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
498,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
499,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
500,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
501,Ponte Do Morumbi,SP,São Paulo,Concordo Totalmente,Concordo,Concordo Totalmente,Concordo Totalmente,Neutro,Discordo Totalmente,Concordo Totalmente,Concordo Totalmente,Concordo Totalmente,Discordo Totalmente,Concordo,23.0
